meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.3446826179477862,0.24582342786213185,-0.24884771757530655,0.3711417050814507,0.1610059701127513,-0.6145770831539568,0.22483250211873873,0.17674122569529183,-0.018361101666100055,0.42473192577365837,0.23672571064968562,0.4417293278617913,0.017477658320922185,-0.38709577319594246,0.6342884092291159,-0.2261034038885712,0.5287575184208096,-0.7525893659819144,0.649038765728957,-0.5596372819551162,0.3019892798471664,-0.7768722450452185,0.0017095784078856868,-0.7853582011824379,0.3856219685747771,-0.537593429262475,0.0008466571487255881,-0.6902618327788006,-0.3862476935374709,-0.7242849957332231,-0.5624190854168442,-0.5494899504460443,-0.5652407338971842,-0.44707773392056405,-0.11646422048239002,-0.5018326348301567,baroq
-0.784875694192142,-0.9083893869907488,-0.5820868720712928,-0.8377579457791003,0.3362432337549217,-0.9023502450217857,0.01442681215581687,-0.6099189768816773,-0.30842117193698315,-0.7353172082694296,0.31253142396778233,-0.6538176852246693,-0.14196649365250102,-0.6641904011993263,0.5776446421453225,-0.6678248641067595,0.4085486111689056,-0.6773207881202234,0.11344124773196151,-0.691349115071106,-0.06536525272167017,-0.5714402526034542,-0.29290047187947094,-0.5187955457330702,0.23738465983166374,-0.6172006905409392,-0.24567394655659142,-0.7624097907195277,-0.786282302483098,-0.8602523851552607,-0.6357199636249311,-0.8143631007468876,-0.8286027498665456,-0.7577855401077795,-0.45519483686702733,-0.4784139880605067,baroq
-0.8245497482742512,-0.8965128019199278,-0.7012187188342313,-0.819137036334924,0.019256278140969307,-0.8371162035514441,-0.1256668788996187,-0.6098648762044114,-0.4727416978352035,-0.6243621892385113,0.559431761364648,-0.46153889442789686,0.03171379622636533,-0.5241144644937914,0.6378984006809116,-0.6825236659545084,0.558686676101475,-0.6172433564309907,0.4496723541206707,-0.5514543056000036,0.2178105758524748,-0.7934576549282318,0.0036958356809612125,-0.6784246535157298,0.34405743715232007,-0.75327827103008,-0.03469840056490134,-0.7709945498173523,-0.3039980568458563,-0.8180488826352268,-0.5671095483263626,-0.8083239364044775,-0.7019938849827383,-0.734063363830041,-0.31269151132694795,-0.5312791156668055,baroq
-0.7312088026158716,-0.8787298373156371,-0.5230588928750326,-0.8037826720510933,0.29720500239868297,-0.7022455116004291,0.045527541917785186,-0.5921005859212221,-0.2544259322226001,-0.7043663558475499,0.28591491513150147,-0.377356091051836,-0.2190900134544278,-0.7869404903656252,0.527818204368856,-0.7499021818487847,0.4073185208951203,-0.7677771090397518,0.07647025785161865,-0.5274227140040421,0.08731513023866566,-0.8127173694649227,-0.2493210533119836,-0.73682362625343,0.22771896941368808,-0.6519369270795282,-0.19551244854311306,-0.721942447551925,-0.5921074535003765,-0.7473252792891023,-0.5391042332051933,-0.7168785266382153,-0.7858501481690058,-0.6923840007431028,-0.520948760931987,-0.7913200785682909,baroq
-0.6528779778896557,-0.8897456008935681,-0.4766849848945133,-0.8329492522241921,0.38483521424363154,-0.7296114581181445,0.05469735513641916,-0.6479990577646596,-0.25764479202085466,-0.7490335320495229,0.19450060076971742,-0.7387963518386663,-0.1576610743897623,-0.8218629106329928,0.4203214846604044,-0.7584071923627114,0.36141904239801925,-0.7578714037226313,0.03818144902849152,-0.7790132538072188,-0.09380668507561249,-0.5388310532047641,-0.23195428837994206,-0.6723567905849673,0.2124137877756394,-0.7528238977013683,-0.14188747830965825,-0.8533691430175356,-0.270474028246243,-0.7308549019117058,-0.6835867733264476,-0.7744581509363077,-0.7274335230989177,-0.6696167333525798,-0.4044124897873972,-0.696020756551197,baroq
0.9919032542689576,0.9876724698327017,0.9976847472229469,0.9944821217646256,0.0784089369800478,-0.09142866759335755,0.8585495821619507,-0.40379187059161803,0.9985265782613622,0.7755640013950851,-0.35742275841142435,0.0586195277857402,-0.08527370246177546,-0.46004664040108134,0.2747088562429077,-0.3684105059402696,0.1740536004079017,-0.7661688299843121,0.4872279177163806,-0.8664909900822179,-0.33577995511109415,-0.6121887053616744,-0.0016412360114395758,-0.5086837800821746,0.576136924604011,-0.6782291440969783,0.40810788899346506,-0.5908629947493689,-0.16663550673885963,-0.598115411689926,-0.35429489915838375,-0.695484611339666,-0.8572796835845576,0.15723373184037936,-0.15850273188685632,-0.615961138519552,baroq
-0.0919603467068042,-0.8314402459616332,0.14932273355469983,-0.7214526684469591,0.10102451710791449,-0.090924664080414,0.6664007632062758,-0.6616574810236157,0.40330953190524754,-0.6000052520358259,-0.10739322119535555,-0.48469804912534586,-0.14361865264475604,-0.8234227795162244,0.3562512672392449,-0.8083010460915413,0.11813523614999669,-0.39215622865140154,0.6067251642856282,-0.6987941232913788,-0.047421240607176604,-0.03684100153680547,0.4666799848172897,0.5858328109858641,0.6111424992764832,-0.4930265220192307,0.16275018064265812,0.0008705257392167542,-0.5668847093083714,-0.21794690097461555,-0.25728589955771863,-0.38995008732130154,-0.27470404625596595,0.9999999999999998,0.297387672962924,-0.06452127143742636,baroq
0.45969792910157303,-0.7525963503672124,0.7301688171280032,-0.7835450322292838,0.4321569656625561,1.0,0.6901632194942482,-0.9190859041042039,0.7903434206052362,-0.6792495079278074,-1.0,-0.8476044140698418,-0.6932091221141095,-0.5817883654860385,-0.2798004492366338,-0.605907989687263,-0.2583347501935779,-0.7594290794234708,0.46538493827108535,-0.6219512518627622,0.4521887390149944,-0.7070253940486757,1.0000000000000002,0.7659364822029402,1.0,1.0,0.35355080308157644,-0.12811652684198127,-0.33364027825020814,0.9999999999999998,-0.0646931972870328,0.9999999999999998,-0.3474348619893529,0.6193603881941094,0.5702379093853115,0.8371034501780381,baroq
-0.28422691648933385,-0.8361761976985853,0.041469936654930484,-0.8402025773524171,-0.025504373623107313,-0.7485567754397171,0.793096019513241,-0.4852820315318903,0.36810608636518194,-0.6393011999885453,-0.002692534090559917,-0.9541950723721249,-0.005142728683823705,-0.5728723090327449,0.35241818093557853,-0.8346576109457646,0.16504349828762324,-0.6707076841825754,0.40749155788938707,-0.917951924703399,-0.36149653157953504,-0.9020865454286884,0.0690377822363882,-0.6511680225522579,0.47605377566317436,-0.5958805833211366,0.4044441862266298,-0.3547816700406212,-0.3800423628841485,-0.6158298571916873,-0.4269002871659769,-0.658553278474493,-0.8173302052269512,-0.35079895816030704,-0.37764456394965606,-0.7198446357453839,baroq
0.4971090465562884,-0.6519649865601317,0.538045852950872,-0.6027631590320367,0.131787751802662,0.27504769771838866,0.731892330681458,-0.7220653663650796,0.7074011107333107,-0.3778558709657782,-0.38970075063802967,-0.06822819057113305,-0.384932491786926,-0.5601068185945879,0.12685688440018994,-0.2504800643046292,-0.025048115536662863,-0.3794411307854929,0.5763935963693495,-0.5798080534824318,0.18889827793350167,-0.6634700412303058,0.3862676115505796,0.007631803046383334,-0.1604373763778265,-0.3114011670474346,-0.6372880236662908,-0.23540339605008254,-0.5528755785876106,-0.583085795579923,-0.1336336514710054,-0.2804778371864376,-0.12045271680096106,-0.40414757546769087,-0.1861178575962712,-0.28914425609478167,baroq
